lemma,gen,phon,freq_lex_books,freq_lex_subtitles,freq_frcow,last_process_broad,last_process_narrow,prefix,compound,conversion,suffix,suffix_broad,sfx_base,sfx_base_pos,autonomous_base,base_stem_phon,sfx_allomorph,der_stem_phon,edit_distance,pattern,pattern_tf,pattern_rel_tf,base_der_sim,offset_sim
funambule,f,fy.nɑ̃.byl,1.62,0.8,3986,polylexical,neoclassical_compound,0,neoclassical,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
furet,m,fy.ʁɛ,0.2,0.87,6566,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fureur,f,fy.ʁœʁ,33.92,7.87,33387,suffix,suffix,0,0,0,eurF,eurF,fur-,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
furieux,m,fy.ʁjø,3.24,1.84,0,conversion,conversion-A,0,0,A,eux,eux,furie,N,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
fusée,f,fy.ze,9.26,10.09,27284,suffix,suffix,0,0,V0,ée,ée,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fuselage,m,fy.zə.laʒ,0.54,0.44,9142,suffix,suffix,0,0,0,age,age,fuseler,V,TRUE,UNKNOWN,aʒ,fyzəl,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.518326342105866,0.326855535626633
fusillade,f,fy.zi.jad,9.39,9.63,11856,suffix,suffix,0,0,0,ade,ade,fusiller,V,TRUE,fyzij,ad,fyzij,0,_~_ad,13,0.928571428571429,0.516583919525147,0.605906406623152
fusion,f,fy.zjɔ̃,5.95,6.64,133756,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
futaille,f,fy.taj,1.69,0,329,suffix,suffix,0,0,0,aille,ail,fût,N,TRUE,fy,aj,fyt,1,_~_taj,1,0.142857142857143,0.573017358779907,0.160888768120596
futée,f,fy.te,0.41,3.47,135,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
futuriste,f,fy.ty.ʁist,0.27,0.06,0,suffix,suffix,0,0,A,iste,iste,futur,N,TRUE,fytyʁ,ist,fytyʁ,0,_~_ist,53,0.56989247311828,UNKNOWN,UNKNOWN
gabare,f,ga.baʁ,0.2,0.1,964,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gabarit,m,ga.ba.ʁi,1.82,0.33,23313,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gabier,m,ga.bje,0.34,0.13,427,suffix,suffix,0,0,0,ier,ier,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gâche,f,gaʃ,1.82,0.35,2109,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gâchette,f,ga.ʃɛt,1.82,5.09,4816,suffix,suffix,0,0,0,ette,et,gâche,N,TRUE,gaʃ,ɛt,gaʃ,0,_~_ɛt,46,0.836363636363636,0.177895307540894,-0.116118038613849
gadin,m,ga.dɛ̃,0.68,0.12,622,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gaga,m,ga.ga,0.2,0.21,1164,simplex,native_simplex,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gage,m,gaʒ,6.76,15.31,53778,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gaine,f,gɛn,3.85,2.15,17884,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gala,m,ga.la,3.65,3.9,25206,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
galant,m,ga.lɑ̃,1.82,1.68,2241,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
galante,f,ga.lɑ̃t,1.82,1.68,172,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
galantine,f,ga.lɑ̃.tin,0.88,0.01,252,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
galbe,m,galb,1.28,0.06,2109,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
galène,f,ga.lɛn,0.41,0.23,1318,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
galère,f,ga.lɛʁ,0,2.14,41378,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
galet,m,ga.lɛ,15.74,1.18,18435,suffix,suffix,0,0,0,et,et,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
galetas,m,ga.lə.ta,1.28,0.14,556,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
galeux,m,ga.lø,0.34,0.12,578,conversion,conversion-A,0,0,A,eux,eux,gale,N,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
galoche,f,ga.lɔʃ,6.62,0.09,1205,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
galope,f,ga.lɔp,0.34,0.56,447,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gambade,f,gɑ̃.bad,0.61,0.01,510,suffix,suffix,0,0,V0,ade,ade,jambe,N,TRUE,UNKNOWN,ad,gɑ̃b,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.283524811267853,0.246078997191059
gambette,f,gɑ̃.bɛt,0.74,0.33,2152,suffix,suffix,0,0,0,ette,et,jambe,N,TRUE,UNKNOWN,ɛt,gɑ̃b,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.56637442111969,0.486925196472799
gamelle,f,ga.mɛl,13.72,1.64,13111,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gamma,m,ga.ma,1.01,1.94,16129,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gamme,f,gam,7.91,3.22,340871,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gangster,m,gɑ̃.gstɛʁ,6.35,10.43,8944,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gangue,f,gɑ̃g,2.03,0.01,2721,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
garage,m,ga.ʁaʒ,24.12,25.25,144672,suffix,suffix,0,0,0,age,age,garer,V,TRUE,gaʁ,aʒ,gaʁ,0,_~_aʒ,74,0.850574712643678,0.408477902412415,0.463150314785414
garagiste,f,ga.ʁa.ʒist,5.27,1.25,13835,suffix,suffix,0,0,0,iste,iste,garage,N,TRUE,gaʁaʒ,ist,gaʁaʒ,0,_~_ist,53,0.56989247311828,0.58348274230957,0.49174070429089
garagiste,m,ga.ʁa.ʒist,5.27,1.25,13835,suffix,suffix,0,0,0,iste,iste,garage,N,TRUE,gaʁaʒ,ist,gaʁaʒ,0,_~_ist,53,0.56989247311828,0.58348274230957,0.49174070429089
garant,m,ga.ʁɑ̃,1.62,0.97,22571,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
garce,f,gaʁs,8.78,21.71,3387,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
garçon,m,gaʁ.sɔ̃,262.5,251.51,271610,suffix,suffix,0,0,0,on,on,gars,N,TRUE,ga,ɔ̃,gaʁs,2,_~_ʁsɔ̃,1,0.015625,0.63385283946991,0.120959411395428
garde-corps,m,gaʁ.də.kɔʁ,0.34,0.01,3212,polylexical,native_compound,0,VERB-NOUN,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
garde-malade,f,gaʁ.də.ma.lad,1.15,0.44,605,polylexical,native_compound,0,VERB-NOUN,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
garden-party,f,gaʁ.dɛn.paʁ.ti,0.34,0.22,460,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gardeur,m,gaʁ.dœʁ,0.34,0,422,suffix,suffix,0,0,0,eurM,eurM1,garder,V,TRUE,gaʁd,œʁ,gaʁd,0,_~_œʁ,134,0.761363636363636,-0.036896266043186,0.628819040723941
gardien,m,gaʁ.djɛ̃,31.96,31.92,136671,suffix,suffix,0,0,V0,ien,ien,garder,V,TRUE,gaʁd,jɛ̃,gaʁd,0,_~_jɛ̃,4,0.571428571428571,0.199443653225899,0.516382367744705
gardon,m,gaʁ.dɔ̃,1.08,1.06,5912,suffix,suffix,0,0,0,on,on,garder,V,TRUE,gaʁd,ɔ̃,gaʁd,0,_~_ɔ̃,39,0.609375,0.289657056331635,0.32781506134992
gargarisme,m,gaʁ.ga.ʁizm,0.34,0.06,781,suffix,suffix,0,0,0,isme,isme,gargariser,V,TRUE,gaʁgaʁiz,izm,gaʁgaʁ,2,_~_m,1,0.03030303030303,0.158297494053841,0.020812526913985
gargote,f,gaʁ.gɔt,1.55,0.47,1040,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gargoulette,f,gaʁ.gu.lɛt,0.47,0,135,suffix,suffix,0,0,0,ette,et,gargouiller,V,TRUE,gaʁguj,ɛt,gaʁgul,1,_j~_lɛt,1,0.018181818181818,0.300897479057312,0.335185460423788
garni,m,gaʁ.ni,1.76,0.07,607,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
garniture,f,gaʁ.ni.tyʁ,2.3,1.03,17168,suffix,suffix,0,0,0,ureF,ureF,garnir,V,TRUE,gaʁnis,yʁ,gaʁnit,1,_s~_tyʁ,1,0.023255813953488,0.538717746734619,0.669865451691216
gastronome,m,gas.tʁO.nɔm,0.81,0.07,3344,polylexical,neoclassical_compound,0,neoclassical,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gâteau,m,ga.to,32.16,55.19,110054,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gâteux,m,ga.tø,1.15,0.66,380,conversion,conversion-A,0,0,A,eux,eux,gâter,V,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
gauchiste,m,gO.ʃist,1.62,0.58,13689,suffix,suffix,0,0,A,iste,iste,gauche,N,TRUE,goʃ,ist,gOʃ,0,_o_~_O_ist,2,0.021505376344086,0.562073230743408,0.226982697558309
gaucho,m,go.ʃo,1.28,0.35,4591,nonconcat,apocope_with_appendix,0,0,0,o,o,gauchiste,N,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
gaufrier,m,gO.fʁi.je,0.27,0.17,812,suffix,suffix,0,0,0,ier,ier,gaufre,N,TRUE,gofʁ,je,gOfʁi,1,_o_~_O_ije,1,0.0125,0.696608781814575,0.343494011231929
gaulliste,f,gO.list,4.05,0,7173,suffix,suffix,0,0,A,iste,iste,De Gaulle,NP,TRUE,UNKNOWN,ist,gOl,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
gaulliste,m,gO.list,4.05,0,7173,suffix,suffix,0,0,A,iste,iste,De Gaulle,NP,TRUE,UNKNOWN,ist,gOl,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
gavage,m,ga.vaʒ,0.54,0.06,3778,suffix,suffix,0,0,0,age,age,gaver,V,TRUE,gav,aʒ,gav,0,_~_aʒ,74,0.850574712643678,0.313355445861816,0.719255798333116
gay,m,gɛ,0.14,7.6,8426,simplex,borrowing,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gaze,f,gaz,3.85,0.93,3015,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gazogène,m,ga.zo.ʒɛn,1.62,0,630,conversion,conversion-A,0,neoclassical,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gazouillement,m,ga.zu.jə.mɑ̃,0.2,0.13,299,suffix,suffix,0,0,0,ment,ment,gazouiller,V,TRUE,gazuj,əmɑ̃,gazuj,0,_~_əmɑ̃,114,0.678571428571429,0.732054710388184,0.457224021952897
gazouillis,m,ga.zu.ji,1.62,0.3,1783,suffix,suffix,0,0,0,is,is,gazouiller,V,TRUE,gazuj,i,gazuj,0,_~_i,9,0.9,0.733146190643311,0.511010880098592
gelée,f,ʒə.le,7.57,4.31,17517,conversion,conversion-V12,0,0,V12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gencive,f,ʒɑ̃.siv,4.26,1.35,9189,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gendarme,m,ʒɑ̃.daʁm,43.72,13.67,75253,polylexical,agglomerate,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gendarmerie,f,ʒɑ̃.daʁ.mə.ʁi,9.32,4.46,85708,suffix,suffix,0,0,0,erie,erie,gendarme,N,TRUE,ʒɑ̃daʁm,əʁi,ʒɑ̃daʁm,0,_~_əʁi,40,0.740740740740741,0.78349643945694,0.471842491420905
gendre,m,ʒɑ̃dʁ,8.11,5.71,13501,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
générale,f,ʒE.nE.ʁal,236.89,124.83,8146,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
genièvre,m,ʒə.njɛvʁ,2.16,0.63,2093,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gent,f,ʒɑ̃t,1.15,0.49,7433,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
geôlier,m,ʒo.lje,5,1.6,4167,suffix,suffix,0,0,0,ier,ier,geôle,N,TRUE,ʒol,je,ʒol,0,_~_je,49,0.6125,0.653388917446137,0.163912050447223
gerbier,m,ʒɛʁ.bje,0.14,0.45,840,suffix,suffix,0,0,0,ier,ier,gerbe,N,TRUE,ʒɛʁb,je,ʒɛʁb,0,_~_je,49,0.6125,0.395409166812897,0.362812718238207
germain,m,ʒɛʁ.mɛ̃,1.15,0.45,2397,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
geste,f,ʒɛst,271.08,40.78,288027,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
geste,m,ʒɛst,271.08,40.78,288027,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
giaour,m,ʒja.uʁ,0.54,0.1,135,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gibecière,f,ʒi.bə.sjɛʁ,1.55,0,375,suffix,suffix,0,0,0,ière,ier,gibier,N,TRUE,ʒibje,jɛʁ,ʒibəs,2,_e~_əsɛʁ,1,0.03448275862069,0.260234445333481,0.512007198574244
giberne,f,ʒi.bɛʁn,0.68,0,291,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gibet,m,ʒi.bɛ,1.89,1.43,2572,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gibier,m,ʒi.bje,11.69,6.5,23262,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
giclée,f,ʒi.kle,3.65,0.38,1790,conversion,conversion-V12,0,0,V12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gigue,f,ʒig,1.22,0.32,1905,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gineste,m,ʒi.nɛst,0.41,0.01,670,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gingembre,m,ʒɛ̃.ʒɑ̃bʁ,0.88,1.5,15712,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
girafe,f,ʒi.ʁaf,3.18,3.5,8492,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
girandole,f,ʒi.ʁɑ̃.dɔl,0.74,0,238,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
giration,f,ʒi.ʁa.sjɔ̃,0.68,0.01,650,suffix,suffix,0,0,0,ion,ion,girer,V,TRUE,UNKNOWN,asjɔ̃,ʒiʁ,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.055098671466112,0.075943850555999
girl,f,gœʁl,9.59,7.47,33645,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
girolle,f,ʒi.ʁɔl,0.88,0.29,2935,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gisement,m,ʒi.zə.mɑ̃,0.95,1.25,34617,suffix,suffix,0,0,0,ment,ment,gésir,V,TRUE,ʒiz,əmɑ̃,ʒiz,0,_~_əmɑ̃,114,0.678571428571429,0.119703508913517,0.478083159157771
gisquette,f,ʒis.kɛt,1.42,0,44,suffix,suffix,0,0,0,ette,et,Gisquet,NP,TRUE,UNKNOWN,ɛt,ʒisk,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
gitan,m,ʒi.tɑ̃,8.72,7.5,10815,simplex,native_simplex,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
giton,m,ʒi.tɔ̃,0.68,1.25,223,simplex,antonomasia,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
glaçage,m,gla.saʒ,0.07,0.77,4566,suffix,suffix,0,0,0,age,age,glacer,V,TRUE,glas,aʒ,glas,0,_~_aʒ,74,0.850574712643678,0.449119478464127,0.552550394315085
glacier,m,gla.sje,3.72,5,33722,suffix,suffix,0,0,0,ier,ier,glace,N,TRUE,glas,je,glas,0,_~_je,49,0.6125,0.727993369102478,0.414999044218108
glacière,f,gla.sjɛʁ,2.91,1.6,5614,suffix,suffix,0,0,0,ière,ier,glace,N,TRUE,glas,jɛʁ,glas,0,_~_jɛʁ,12,0.413793103448276,0.614020943641663,0.520221587954173
glacis,m,gla.si,3.58,0.02,3507,suffix,suffix,0,0,0,is,is,glacer,V,TRUE,glas,i,glas,0,_~_i,9,0.9,0.306705474853516,0.599710778385411
gladiateur,m,gla.dja.tœʁ,1.62,2.84,7611,suffix,suffix,0,0,0,eurM,eurM2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
glaise,f,glɛz,8.85,1.71,2955,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gland,m,glɑ̃,5.27,2.95,18010,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
glèbe,f,glɛb,0.95,0.51,792,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
glisse,f,glis,1.55,2,17812,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
globule,m,glO.byl,1.28,3.25,14203,suffix,suffix,0,0,0,ule,ule,globe,N,TRUE,glɔb,yl,glOb,0,_ɔ_~_O_yl,1,0.333333333333333,0.238150343298912,0.757426247197608
glose,f,gloz,0.61,0.01,3378,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
glouglou,m,glu.glu,1.22,0.24,1047,nonconcat,reduplication,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
glouton,m,glu.tɔ̃,0.54,1.1,1136,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gloutonne,f,glu.tɔn,0.54,1.1,0,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
glu,f,gly,2.57,0.56,1648,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
glucide,m,gly.sid,0.2,0.51,16792,suffix,suffix,0,0,0,ide,ide,gluc-,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
gnon,m,ɲɔ̃,1.82,1.02,722,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gnou,m,gnu,0.27,0.2,1624,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gnouf,m,ɲuf,1.01,0.41,386,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
godet,m,go.dɛ,7.5,0.33,7848,suffix,suffix,0,0,0,et,et,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
godille,f,gO.dij,0.88,0.2,504,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
goinfre,f,gwɛ̃fʁ,0.61,0.52,1137,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
goinfrerie,f,gwɛ̃.fʁə.ʁi,0.41,0.12,367,suffix,suffix,0,0,0,erie,erie,goinfre,A,TRUE,gwɛ̃fʁ,əʁi,gwɛ̃fʁ,0,_~_əʁi,40,0.740740740740741,UNKNOWN,UNKNOWN
goitreux,m,gwa.tʁø,0.34,0,39,conversion,conversion-A,0,0,A,eux,eux,goitre,N,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
golf,m,gɔlf,7.3,14.14,73397,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gombo,m,gɔ̃.bo,0.14,2.44,717,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gon,m,gɔn,0,0.86,1603,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gondolier,m,gɔ̃.dO.lje,1.15,0.72,480,suffix,suffix,0,0,0,ier,ier,gondole,N,TRUE,gɔ̃dOl,je,gɔ̃dOl,0,_~_je,49,0.6125,0.478620380163193,0.378552411591761
gonfle,f,gɔ̃fl,0.68,0.21,1254,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gonflement,m,gɔ̃.flə.mɑ̃,1.15,0.24,8665,suffix,suffix,0,0,0,ment,ment,gonfler,V,TRUE,gɔ̃fl,əmɑ̃,gɔ̃fl,0,_~_əmɑ̃,114,0.678571428571429,0.462554961442947,0.794841498783417
gonocoque,m,gO.nO.kɔk,0.41,0.01,582,polylexical,neoclassical_compound,0,neoclassical,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gonze,m,gɔ̃z,6.89,0.07,729,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gosier,m,gO.zje,4.93,1.2,4880,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gosse,m,gɔs,61.76,109.96,51811,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gothique,m,gO.tik,1.49,0.66,4331,suffix,suffix,0,0,A,ique,ique,Goth,NP,TRUE,UNKNOWN,ik,gOt,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
goudron,m,gu.dʁɔ̃,7.64,3.4,9977,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gouge,f,guʒ,1.01,0.02,2546,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gougnafier,m,gu.ɲa.fje,1.96,0,389,suffix,suffix,0,0,0,ier,ier,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
goulée,f,gu.le,2.64,0.01,517,suffix,suffix,0,0,0,ée,ée,goule,N,TRUE,gul,e,gul,0,_~_e,5,0.384615384615385,0.218691393733025,0.210022345600812
goulet,m,gu.lɛ,0.74,0.09,5312,suffix,suffix,0,0,0,et,et,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
goulot,m,gu.lo,10.81,0.5,5327,suffix,suffix,0,0,0,ot,ot,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
goumi,m,gu.mi,0.34,0,47,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gourbi,m,guʁ.bi,2.91,0.17,788,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gourde,f,guʁd,4.59,2.85,5404,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gourdin,m,guʁ.dɛ̃,2.84,1.59,3039,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gourgandine,f,guʁ.gɑ̃.din,0.34,0.06,418,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gourou,m,gu.ʁu,1.42,1.84,20727,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gousse,f,gus,1.28,0.58,20939,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
goutte,f,gut,64.32,28.03,91648,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gouvernail,m,gu.vɛʁ.naj,1.69,2.87,5805,suffix,suffix,0,0,0,ail,ail,gouverner,V,TRUE,guvɛʁn,aj,guvɛʁn,0,_~_aj,4,1,0.140329211950302,0.401148245558358
