lemma,gen,phon,freq_lex_books,freq_lex_subtitles,freq_frcow,last_process_broad,last_process_narrow,prefix,compound,conversion,suffix,suffix_broad,sfx_base,sfx_base_pos,autonomous_base,base_stem_phon,sfx_allomorph,der_stem_phon,edit_distance,pattern,pattern_tf,pattern_rel_tf,base_der_sim,offset_sim
grabataire,m,gʁa.ba.tɛʁ,0.47,0.02,581,suffix,suffix,0,0,A,aire,aire,grabat,N,TRUE,gʁaba,atɛʁ,gʁab,1,_~_tɛʁ,3,0.090909090909091,0.458115339279175,0.29486561790514
grabuge,m,gʁa.byʒ,0.54,2.55,1083,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grâce,f,gʁas,57.7,34.59,1347742,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gracieuseté,f,gʁa.sjø.zə.te,0.41,0.2,840,suffix,suffix,0,0,0,té,ité,gracieux,A,TRUE,gʁasjøz,əte,gʁasjøz,0,_~_əte,6,0.6,0.158474504947662,0.255703036160129
gradation,f,gʁa.da.sjɔ̃,0.54,0.01,4319,suffix,suffix,0,0,0,ion,ion,grade,N,TRUE,gʁad,asjɔ̃,gʁad,0,_~_asjɔ̃,83,0.597122302158273,0.208385273814201,-0.008978269604537
gradé,m,gʁa.de,8.45,1.94,1,conversion,conversion-A,0,0,A,é,é,grade,N,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
graduation,f,gʁa.dɥa.sjɔ̃,0.41,0.12,4700,suffix,suffix,0,0,0,ion,ion,graduer,V,TRUE,gʁadɥ,asjɔ̃,gʁadɥ,0,_~_asjɔ̃,83,0.597122302158273,0.630266189575195,0.439866409556433
graffiti,m,gʁa.fi.ti,4.19,2.73,12960,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grand,m,gʁɑ̃,127.64,92.25,138,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grand-duc,m,gʁɑ̃.dyk,1.89,2.04,4347,polylexical,native_compound,0,ADJ-NOUN,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grand-prêtre,m,gʁɑ̃.pʁɛtʁ,0.2,0.11,1860,polylexical,native_compound,0,ADJ-NOUN,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grand-route,f,gʁɑ̃.ʁut,3.65,0.27,497,polylexical,native_compound,0,ADJ-NOUN,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grand-rue,f,gʁɑ̃.ʁy,2.36,0.64,927,polylexical,native_compound,0,ADJ-NOUN,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grand-voile,f,gʁɑ̃.vwal,0.27,0.23,957,polylexical,native_compound,0,ADJ-NOUN,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grandeur,f,gʁɑ̃.dœʁ,28.38,8.75,108217,suffix,suffix,0,0,0,eurF,eurF,grand,A,TRUE,gʁɑ̃d,œʁ,gʁɑ̃d,0,_~_œʁ,11,0.846153846153846,0.128549754619598,0.696185627004098
granit,m,gʁa.nit,10.07,1.74,16739,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
granulé,m,gʁa.ny.le,0.47,0.32,9172,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
graphie,f,gʁa.fi,0.61,0.02,8118,suffix,suffix,0,0,0,ie,ie,graph-,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
graphologue,f,gʁa.fO.lɔg,0.2,0.18,671,polylexical,neoclassical_compound,0,neoclassical,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grappin,m,gʁa.pɛ̃,0.81,1.54,3740,suffix,suffix,0,0,V0,in,in,grappe,N,TRUE,gʁap,ɛ̃,gʁap,0,_~_ɛ̃,6,0.666666666666667,0.334685027599335,0.129949738699293
grasseyement,m,gʁa.sɛ.jə.mɑ̃,0.41,0,23,suffix,suffix,0,0,0,ment,ment,grasseyer,V,TRUE,gʁasEj,əmɑ̃,gʁasɛj,0,_E_~_ɛ_əmɑ̃,9,0.053571428571429,0.628265976905823,0.17160142005991
gratte-ciel,m,gʁa.tsjɛl,3.04,1.4,5176,polylexical,native_compound,0,VERB-NOUN,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grattement,m,gʁa.tə.mɑ̃,1.49,0.15,515,suffix,suffix,0,0,0,ment,ment,gratter,V,TRUE,gʁat,əmɑ̃,gʁat,0,_~_əmɑ̃,114,0.678571428571429,0.483379602432251,0.693733006790372
gratteur,m,gʁa.tœʁ,0.34,0.05,445,suffix,suffix,0,0,0,eurM,eurM1,gratter,V,TRUE,gʁat,atœʁ,gʁ,2,_~_œʁ,134,0.761363636363636,0.474550068378449,0.713700669813588
graveur,m,gʁa.vœʁ,1.08,0.4,18973,suffix,suffix,0,0,0,eurM,eurM1,graver,V,TRUE,gʁav,œʁ,gʁav,0,_~_œʁ,134,0.761363636363636,0.457142353057861,0.604824951651694
gravier,m,gʁa.vje,15.41,2.32,15303,suffix,suffix,0,0,0,ier,ier,grève,N,TRUE,gʁɛv,je,gʁav,1,_ɛ_~_a_je,1,0.0125,0.096895098686218,-0.221539060677582
gravosse,f,gʁa.vOs,1.42,0,10,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gravure,f,gʁa.vyʁ,10,1.45,57406,suffix,suffix,0,0,0,ureF,ureF,graver,V,TRUE,gʁav,yʁ,gʁav,0,_~_yʁ,28,0.651162790697674,0.555819988250732,0.655891938184258
green,m,gʁin,0.27,1.13,45005,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
greffe,f,gʁɛf,5.41,4.25,50196,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
greffe,m,gʁɛf,5.41,4.25,50196,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
greffon,m,gʁE.fɔ̃,0.2,0.33,7724,suffix,suffix,0,0,0,on,on,greffer,V,TRUE,gʁEf,ɔ̃,gʁEf,0,_~_ɔ̃,39,0.609375,0.125772625207901,0.4146938501239
grelottement,m,gʁə.lɔ.tə.mɑ̃,0.95,0,54,suffix,suffix,0,0,0,ment,ment,grelotter,V,TRUE,gʁəlOt,əmɑ̃,gʁəlɔt,0,_O_~_ɔ_əmɑ̃,27,0.160714285714286,0.556944727897644,0.358808498124464
grenadine,f,gʁə.na.din,3.99,0.41,1924,suffix,suffix,0,0,0,ine,ine,grenade,N,TRUE,gʁənad,in,gʁənad,0,_~_in,7,0.583333333333333,0.216139316558838,0.320227341483174
grenat,m,gʁə.na,0.61,0.06,6206,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grenouille,f,gʁə.nuj,10.47,9.09,30579,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gri-gri,m,gʁi.gʁi,0.14,0.21,628,nonconcat,reduplication,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
griffe,f,gʁif,13.92,8.11,35055,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
griffon,m,gʁi.fɔ̃,1.42,0.59,5429,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gril,m,gʁil,1.76,0.68,5299,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grime,m,gʁim,0,0.48,255,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grimoire,m,gʁi.mwaʁ,1.22,0.49,4589,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grimpant,m,gʁɛ̃.pɑ̃,0.34,0.1,478,suffix,suffix,0,0,A,ant,ant,grimper,V,TRUE,gʁɛ̃p,ɑ̃,gʁɛ̃p,0,_~_ɑ̃,38,1,0.579706728458405,0.518398915005192
grimpette,f,gʁɛ̃.pɛt,1.01,0.29,1775,suffix,suffix,0,0,0,ette,et,grimper,V,TRUE,gʁɛ̃p,ɛt,gʁɛ̃p,0,_~_ɛt,46,0.836363636363636,0.493341952562332,0.487502550500911
grimpeuse,f,gʁɛ̃.pøz,0.41,0.91,0,suffix,suffix,0,0,0,euse,eurM1,grimper,V,TRUE,gʁɛ̃p,øz,gʁɛ̃p,0,_~_øz,31,0.96875,UNKNOWN,UNKNOWN
grincement,m,gʁɛ̃.sə.mɑ̃,9.59,1.57,5084,suffix,suffix,0,0,0,ment,ment,grincer,V,TRUE,gʁɛ̃s,əmɑ̃,gʁɛ̃s,0,_~_əmɑ̃,114,0.678571428571429,0.747897863388062,0.503934034262696
grincheux,m,gʁɛ̃.ʃø,1.08,1.06,0,conversion,conversion-A,0,0,A,eux,eux,grincher,V,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
gringalet,m,gʁɛ̃.ga.lɛ,0.61,0.44,564,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gris,m,gʁi,25.74,2.83,37439,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grisaille,f,gʁi.zaj,7.77,0.25,7732,suffix,suffix,0,0,V0,aille,ail,gris,A,TRUE,gʁiz,aj,gʁiz,0,_~_aj,5,0.714285714285714,0.351660966873169,0.566918707018469
grog,m,gʁɔg,1.42,0.63,1927,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grognement,m,gʁɔ.ɲə.mɑ̃,9.53,1.33,4879,suffix,suffix,0,0,0,ment,ment,grogner,V,TRUE,gʁOɲ,əmɑ̃,gʁɔɲ,0,_O_~_ɔ_əmɑ̃,27,0.160714285714286,0.664014220237732,0.586673997246702
groin,m,gʁwɛ̃,1.89,0.43,1486,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grole,f,gʁɔl,0.34,0.07,170,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grondement,m,gʁɔ̃.də.mɑ̃,14.8,1.3,4712,suffix,suffix,0,0,0,ment,ment,gronder,V,TRUE,gʁɔ̃d,əmɑ̃,gʁɔ̃d,0,_~_əmɑ̃,114,0.678571428571429,0.59942090511322,0.633124159814661
grondin,m,gʁɔ̃.dɛ̃,1.69,0,1582,suffix,suffix,0,0,0,in,in,gronder,V,TRUE,gʁɔ̃d,ɛ̃,gʁɔ̃d,0,_~_ɛ̃,6,0.666666666666667,0.010029640048742,0.476753326295342
grossiste,f,gʁO.sist,0.81,0.7,20272,suffix,suffix,0,0,0,iste,iste,gros,A,TRUE,gʁos,ist,gʁOs,0,_o_~_O_ist,2,0.021505376344086,0.14050018787384,0.066796309345313
grotesque,m,gʁO.tɛsk,2.03,0.79,4779,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grouillot,m,gʁu.jo,0.74,0.12,332,suffix,suffix,0,0,0,ot,ot,grouille,N,TRUE,UNKNOWN,o,gʁuj,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
group,m,gʁup,0.34,7.65,49907,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
groupement,m,gʁu.pə.mɑ̃,6.22,0.98,103782,suffix,suffix,0,0,0,ment,ment,grouper,V,TRUE,gʁup,əmɑ̃,gʁup,0,_~_əmɑ̃,114,0.678571428571429,0.390092760324478,0.448500761318325
groupuscule,m,gʁu.pys.kyl,0.54,0.36,11089,suffix,suffix,0,0,0,cule,cule,groupe,N,TRUE,UNKNOWN,kyl,gʁupys,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.484579175710678,0.52502354361863
grutier,m,gʁy.tje,2.3,0.14,1102,suffix,suffix,0,0,0,ier,ier,grue,N,TRUE,gʁy,je,gʁyt,1,_~_tje,2,0.025,0.51232385635376,0.486015768211032
grutière,f,gʁy.tjɛʁ,2.3,0.14,36,suffix,suffix,0,0,0,ière,ier,grue,N,TRUE,gʁy,jɛʁ,gʁyt,1,_~_tjɛʁ,2,0.068965517241379,0.45534759759903,0.420892261981251
gruyère,m,gʁy.jɛʁ,4.8,1.02,11555,simplex,antonomasia,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guano,m,gwa.no,0.14,0.23,1024,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guenille,f,gə.nij,4.46,0.41,1845,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guenon,f,gə.nɔ̃,1.89,0.58,1374,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guêpe,f,gɛp,6.42,3.37,8740,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gueuse,f,gøz,0,0.01,1285,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gugusse,m,gy.gys,0.27,1.12,2178,nonconcat,reduplication,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guibole,f,gi.bɔl,0.34,0.14,704,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guiche,f,giʃ,0.27,0.06,842,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guichet,m,gi.ʃɛ,8.45,3.81,41428,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guigne,f,giɲ,1.35,0.93,1827,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guilde,f,gild,0,0.57,30355,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guimbarde,f,gɛ̃.baʁd,1.69,0.61,992,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guinche,m,gɛ̃ʃ,0.47,0,101,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guinée,f,gi.ne,0.07,1.4,17321,simplex,antonomasia,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guirlande,f,giʁ.lɑ̃d,9.05,1.65,10492,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guitariste,f,gi.ta.ʁist,4.39,2.29,30872,suffix,suffix,0,0,0,iste,iste,guitare,N,TRUE,gitaʁ,ist,gitaʁ,0,_~_ist,53,0.56989247311828,0.771254241466522,0.628178292612363
gun,m,gœn,0.14,1.51,1153,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gymnase,m,ʒim.naz,2.43,4.28,31503,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gymnastique,f,ʒim.nas.tik,10,2.85,19546,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gypse,m,ʒips,0.34,0.09,3529,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
habilité,f,a.bi.li.te,0.14,0.58,5232,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
habilleur,m,a.bi.jœʁ,0.34,0.72,262,suffix,suffix,0,0,0,eurM,eurM1,habiller,V,TRUE,abij,œʁ,abij,0,_~_œʁ,134,0.761363636363636,0.320050358772278,0.637722455358833
habit,m,a.bi,27.5,27.64,60460,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
habituée,f,a.bi.tɥe,10.68,2.45,2,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hachette,f,a.ʃɛt,0.74,0.22,1584,suffix,suffix,0,0,0,ette,et,hache,N,TRUE,UNKNOWN,ɛt,aʃ,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.429862260818481,0.489498487918706
hachoir,m,a.ʃwaʁ,0.81,0.7,2095,suffix,suffix,0,0,0,oir,oir,hacher,V,TRUE,aʃ,waʁ,aʃ,0,_~_waʁ,16,0.888888888888889,0.546616792678833,0.520189455497539
hacker,m,a.kœʁ,0,0.99,17731,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hadji,m,a.dʒi,0.27,0.47,2458,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
haie,f,ɛ,26.08,3.36,38053,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
haillon,m,a.jɔ̃,3.78,1.78,3102,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
halage,m,a.laʒ,1.55,0.16,2901,suffix,suffix,0,0,0,age,age,haler,V,TRUE,al,aʒ,al,0,_~_aʒ,74,0.850574712643678,0.158251062035561,0.209558558271663
hallali,m,a.la.li,1.35,0.14,1221,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hallebardier,m,a.lə.baʁ.dje,0.68,0.03,959,suffix,suffix,0,0,0,ier,ier,hallebarde,N,TRUE,aləbaʁd,je,aləbaʁd,0,_~_je,49,0.6125,0.685107290744782,0.277086475342208
hallucinée,f,a.ly.si.ne,0.95,0.03,100,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
halo,m,a.lo,8.38,1.36,34606,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
halothane,m,a.lO.tan,0,0.5,155,polylexical,neoclassical_compound,0,neoclassical,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hamac,m,a.mak,3.78,1.84,6507,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hameau,m,a.mo,10.61,0.81,40387,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hampe,f,ɑ̃p,3.11,0.52,4495,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
handicapée,f,ɑ̃.di.ka.pe,1.15,4.9,2118,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harangue,f,a.ʁɑ̃g,1.22,0.01,2269,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harcèlement,m,aʁ.sɛ.lə.mɑ̃,1.49,3.69,49183,suffix,suffix,0,0,0,ment,ment,harceler,V,TRUE,aʁsɛl,əmɑ̃,aʁsɛl,0,_~_əmɑ̃,114,0.678571428571429,0.309873223304749,0.670369880723893
harem,m,a.ʁɛm,15.95,1.78,4360,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hargne,f,aʁɲ,4.53,0.42,6557,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
haridelle,f,a.ʁi.dɛl,0.61,0.01,170,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harnais,m,aʁ.nɛ,3.92,1.29,9993,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harpiste,m,aʁ.pist,0.27,0.08,1266,suffix,suffix,0,0,0,iste,iste,harpe,N,TRUE,aʁp,ist,aʁp,0,_~_ist,53,0.56989247311828,0.771160364151001,0.563650430257323
hasard,m,a.zaʁ,124.19,48.07,241573,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hâte,f,at,45.2,18.83,60446,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
haubert,m,o.bɛʁ,0.54,0.01,505,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
haut-commissaire,m,o.kO.mi.sɛʁ,7.97,0.03,4336,polylexical,native_compound,0,ADJ-NOUN,0,aire,aire,commission,N,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
haut-le-coeur,m,o.lə.kœʁ,1.01,0.04,0,polylexical,agglomerate,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
haut-le-corps,m,ol.kɔʁ,1.76,0,0,polylexical,agglomerate,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hautain,m,O.tɛ̃,0.34,0.12,297,conversion,conversion-A,0,0,A,ain,ain,haut,A,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
heaume,m,om,1.01,0.55,2223,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hébétée,f,E.be.te,2.09,0.13,0,conversion,conversion-A,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
herbage,m,ɛʁ.baʒ,1.35,0.1,2140,suffix,suffix,0,0,0,age,age,herbe,N,TRUE,ɛʁb,aʒ,ɛʁb,0,_~_aʒ,74,0.850574712643678,0.673598349094391,0.129222083106894
herbier,m,ɛʁ.bje,1.28,0.16,11604,suffix,suffix,0,0,0,ier,ier,herbe,N,TRUE,ɛʁb,je,ɛʁb,0,_~_je,49,0.6125,0.361935973167419,0.464159133882355
herboriste,f,ɛʁ.bO.ʁist,0.88,0.74,2095,suffix,suffix,0,0,0,iste,iste,herbe,N,TRUE,ɛʁb,ist,ɛʁbOʁ,2,_~_Oʁist,2,0.021505376344086,0.373264193534851,0.31546071016101
herboriste,m,ɛʁ.bO.ʁist,0.88,0.74,2095,suffix,suffix,0,0,0,iste,iste,herbe,N,TRUE,ɛʁb,ist,ɛʁbOʁ,2,_~_Oʁist,2,0.021505376344086,0.373264193534851,0.31546071016101
hercule,m,ɛʁ.kyl,0.68,0.77,4194,simplex,antonomasia,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hermès,m,ɛʁ.mɛs,0,0.73,1684,simplex,antonomasia,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hermine,f,ɛʁ.min,1.69,0.28,5418,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hetman,m,ɛ.tmɑ̃,0.07,0.34,122,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
heurtoir,m,œʁ.twaʁ,0.61,0.03,637,suffix,suffix,0,0,0,oir,oir,heurter,V,TRUE,œʁt,waʁ,œʁt,0,_~_waʁ,16,0.888888888888889,0.124220505356789,0.651656706016134
hibernation,f,i.bɛʁ.na.sjɔ̃,0.27,0.82,5369,suffix,suffix,0,0,0,ion,ion,hiberner,V,TRUE,ibɛʁn,asjɔ̃,ibɛʁn,0,_~_asjɔ̃,83,0.597122302158273,0.690060496330261,0.449961076985674
hibiscus,m,i.bis.kys,1.08,0.13,2730,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hic,m,ik,2.91,2.21,19238,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hidalgo,m,i.dal.go,0.61,0.08,6270,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hindou,m,ɛ̃.du,1.22,1.79,4933,simplex,borrowing,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hip-hop,m,i.pɔp,0,1.74,0,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hippie,m,i.pi,0.27,3.68,3617,simplex,borrowing,0,0,A,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
histoire,f,is.twaʁ,359.53,359.92,2137089,simplex,native_simplex,0,0,V0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
historien,m,is.tɔ.ʁjɛ̃,6.28,2.32,135536,suffix,suffix,0,0,0,ien,ien,histoire,N,TRUE,istwaʁ,jɛ̃,istɔʁ,2,_wa_~_ɔ_jɛ̃,1,0.142857142857143,0.519325733184814,0.604696881904976
histrion,m,is.tʁi.jɔ̃,0.41,0.34,1200,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hivernage,m,i.vɛʁ.naʒ,0.95,0,6819,suffix,suffix,0,0,0,age,age,hiverner,V,TRUE,ivɛʁn,aʒ,ivɛʁn,0,_~_aʒ,74,0.850574712643678,0.663571894168854,0.508737674969758
hobby,m,O.bi,0.2,3.11,7134,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hochement,m,ɔ.ʃə.mɑ̃,5.68,0.1,1723,suffix,suffix,0,0,0,ment,ment,hocher,V,TRUE,Oʃ,əmɑ̃,ɔʃ,0,O_~ɔ_əmɑ̃,1,0.005952380952381,0.682560086250305,0.473197695835432
hold-up,m,ɔl.dœp,3.38,7.78,5421,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
holding,m,ɔl.diŋ,0.27,0.73,16636,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
home,m,Om,2.16,4,73201,simplex,borrowing,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hommage,m,O.maʒ,16.69,16.45,177518,simplex,native_simplex,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
